,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Effective Catch,Fracwild
18619,1978,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3020.0,1970.0,2011.0,1272.0,0.33
18620,1979,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1107.0,1970.0,2011.0,781.0,0.63
18621,1980,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1972.0,1970.0,2011.0,947.0,0.67
18622,1981,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1087.0,1970.0,2011.0,650.0,0.58
18623,1982,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1706.0,1970.0,2011.0,666.0,0.43
18624,1983,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1405.0,1970.0,2011.0,913.0,0.73
18625,1984,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,921.0,1970.0,2011.0,606.0,0.63
18626,1985,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,808.0,1970.0,2011.0,560.0,0.63
18627,1986,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1736.0,1970.0,2011.0,702.0,0.43
18628,1987,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2933.0,1970.0,2011.0,2199.0,0.71
18629,1988,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6613.0,1970.0,2011.0,4647.0,0.78
18630,1989,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3852.0,1970.0,2011.0,2372.0,0.59
18631,1990,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6988.0,1970.0,2011.0,5100.0,0.77
18632,1991,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,4287.0,1970.0,2011.0,2395.0,0.47
18633,1992,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3679.0,1970.0,2011.0,1421.0,0.54
18634,1993,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3554.0,1970.0,2011.0,2710.0,0.71
18635,1994,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1507.0,1970.0,2011.0,645.0,0.54
18636,1995,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1577.0,1970.0,2011.0,697.0,0.58
18637,1996,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1432.0,1970.0,2011.0,511.0,0.76
18638,1997,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1110.0,1970.0,2011.0,204.0,0.84
18639,1998,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1848.0,1970.0,2011.0,329.0,0.76
18640,1999,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1862.0,1970.0,2011.0,397.0,0.72
18641,2000,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2533.0,1970.0,2011.0,751.0,0.75
18642,2001,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,4428.0,1970.0,2011.0,1446.0,0.76
18643,2002,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6774.0,1970.0,2011.0,759.0,0.62
18644,2003,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,10524.0,1970.0,2011.0,960.0,0.55
18645,2004,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,9043.0,1970.0,2011.0,1220.0,0.53
18646,2005,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3061.0,1970.0,2011.0,649.0,0.83
18647,2006,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3179.0,1970.0,2011.0,-99.0,0.7
18648,2007,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3321.0,1970.0,2011.0,-99.0,0.83
18649,2008,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1655.0,1970.0,2011.0,-99.0,0.83
18650,2009,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1645.0,1970.0,2011.0,-99.0,0.72
18651,2010,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2661.0,1970.0,2011.0,-99.0,0.51
18652,2011,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2825.0,1970.0,2011.0,-99.0,0.81
19468,1975,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1000.0,1975.0,1990.0,1851.0,1.0
19469,1976,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,470.0,1975.0,1990.0,617.0,1.0
19470,1977,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,600.0,1975.0,1990.0,1097.0,1.0
19471,1978,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,1990.0,1011.0,1.0
19472,1979,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,500.0,1975.0,1990.0,514.0,1.0
19473,1980,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,450.0,1975.0,1990.0,159.0,1.0
19474,1981,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,340.0,1975.0,1990.0,150.0,1.0
19475,1982,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,720.0,1975.0,1990.0,200.0,1.0
19476,1983,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,540.0,1975.0,1990.0,267.0,0.79
19477,1984,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,1990.0,433.0,0.51
19478,1985,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,691.0,1975.0,1990.0,498.0,0.63
19479,1986,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,784.0,1975.0,1990.0,1366.0,0.57
19480,1987,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,951.0,1975.0,1990.0,793.0,0.27
19481,1988,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,627.0,1975.0,1990.0,1555.0,0.59
19482,1989,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,706.0,1975.0,1990.0,955.0,0.42
19483,1990,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,335.0,1975.0,1990.0,270.0,0.23
19484,1991,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,590.0,1975.0,1990.0,638.0,0.54
19485,1992,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,668.0,1975.0,1990.0,893.0,0.82
19486,1993,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,952.0,1975.0,1990.0,1284.0,0.78
19487,1994,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,606.0,1975.0,1990.0,373.0,0.67
19488,1995,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,637.0,1975.0,1990.0,263.0,0.55
19489,1996,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,919.0,1975.0,1990.0,392.0,0.7
19490,1997,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1007.0,1975.0,1990.0,784.0,0.79
19491,1998,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,962.0,1975.0,1990.0,218.0,0.32
19492,1999,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1862.0,1975.0,1990.0,861.0,0.49
19493,2000,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,2664.0,1975.0,1990.0,978.0,0.43
19494,2001,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9875.0,1975.0,1990.0,3171.0,0.52
19495,2002,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9891.0,1975.0,1990.0,1891.0,0.21
19496,2003,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13104.0,1975.0,1990.0,3036.0,0.29
19497,2004,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13146.0,1975.0,1990.0,2659.0,0.23
19498,2005,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10194.0,1975.0,1990.0,3222.0,0.26
19499,2006,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,7784.0,1975.0,1990.0,2808.0,0.32
19500,2007,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10327.0,1975.0,1990.0,1476.0,0.17
19501,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19502,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19503,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19504,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19505,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19506,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19507,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19508,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,1990.0,1555.0,0.11
19509,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19510,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19511,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19512,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19513,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19514,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19515,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19516,2009,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,20685.0,1975.0,1990.0,5556.0,0.21
19517,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19518,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19519,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19520,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19521,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19522,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19523,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19524,2010,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,39764.0,1975.0,1990.0,6540.0,0.19
19525,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19526,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19527,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19528,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19529,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19530,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19531,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19532,2011,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,23580.0,1975.0,1990.0,7328.0,0.34
19533,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19534,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19535,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19536,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19537,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19538,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19539,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19540,2012,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,30363.0,1975.0,1990.0,10471.0,0.37
19551,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,122.0,1955.0,,0.0,1.0
19552,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,2606.0,1955.0,,0.0,1.0
19553,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1754.0,1955.0,,0.0,1.0
19554,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,486.0,1955.0,,1760.0,1.0
19555,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,712.0,1955.0,,1560.0,1.0
19556,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,3161.0,1955.0,,4444.0,1.0
19557,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,347.0,1955.0,,378.0,1.0
19558,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1146.0,1955.0,,3134.0,1.0
19559,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,313.0,1955.0,,528.0,1.0
19560,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,208.0,1955.0,,1038.0,1.0
19561,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,770.0,1955.0,,1452.0,1.0
19562,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,626.0,1955.0,,2057.0,1.0
19563,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1625.0,1955.0,,1963.0,1.0
19564,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,822.0,1955.0,,592.0,1.0
19565,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1882.0,1955.0,,1153.0,1.0
19566,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,992.0,1955.0,,711.0,1.0
19567,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,2319.0,1955.0,,1190.0,1.0
19568,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1106.0,1955.0,,1086.0,1.0
19569,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1855.0,1955.0,,2783.0,1.0
19570,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,753.0,1955.0,,429.0,1.0
19571,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,,0.0,1.0
19572,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1028.0,1955.0,,4.0,1.0
19573,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,104.0,1955.0,,362.0,1.0
19574,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,878.0,1955.0,,55.0,1.0
19575,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,579.0,1955.0,,24.0,1.0
19576,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1034.0,1955.0,,32.0,1.0
19577,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,275.0,1955.0,,18.0,1.0
19578,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,745.0,1955.0,,66.0,1.0
19579,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,733.0,1955.0,,73.0,1.0
19580,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,378.0,1955.0,,42.0,1.0
19581,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,386.0,1955.0,,27.0,1.0
19582,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,,26.0,0.8
19583,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,685.0,1955.0,,13.0,0.22
19584,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,690.0,1955.0,,24.0,0.24
19585,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,191.0,1955.0,,7.0,0.38
19586,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,145.0,1955.0,,0.0,0.0
19587,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,64.0,1955.0,,0.0,0.13
19588,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,162.0,1955.0,,3.0,0.25
19589,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,268.0,1955.0,,7.0,0.4
19590,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,28.0,1955.0,,1.0,0.5
19591,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,38.0,1955.0,,1.0,1.0
19592,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,35.0,1955.0,,1.0,1.0
19593,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,103.0,1955.0,,7.0,1.0
19594,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,91.0,1955.0,,5.0,1.0
19595,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,43.0,1955.0,,1.0,1.0
19596,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,58.0,1955.0,,3.0,1.0
19597,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,512.0,1955.0,,66.0,0.77
19598,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,430.0,1955.0,,34.0,0.5
19599,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,424.0,1955.0,,22.0,0.41
19600,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,215.0,1955.0,,6.0,0.17
19601,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,143.0,1955.0,,3.0,0.26
19602,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,251.0,1955.0,,8.0,0.37
19603,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,171.0,1955.0,,6.0,0.29
19604,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,216.0,1955.0,,15.0,0.35
19605,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,276.0,1955.0,,11.0,0.46
19606,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,975.0,1955.0,,81.0,0.47
19607,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1674.0,1955.0,,49.0,0.35
19608,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,56.0,1955.0,1991.0,0.0,1.0
19609,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,40.0,1955.0,1991.0,0.0,1.0
19610,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,532.0,1955.0,1991.0,739.0,1.0
19611,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,-99.0,1955.0,1991.0,0.0,0.0
19612,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,179.0,1955.0,1991.0,464.0,1.0
19613,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,346.0,1955.0,1991.0,414.0,1.0
19614,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,579.0,1955.0,1991.0,476.0,1.0
19615,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,973.0,1955.0,1991.0,1619.0,1.0
19616,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,115.0,1955.0,1991.0,283.0,1.0
19617,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,550.0,1955.0,1991.0,790.0,1.0
19618,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,620.0,1955.0,1991.0,1292.0,1.0
19619,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,508.0,1955.0,1991.0,625.0,1.0
19620,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,768.0,1955.0,1991.0,926.0,1.0
19621,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1014.0,1955.0,1991.0,615.0,1.0
19622,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1029.0,1955.0,1991.0,572.0,1.0
19623,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,418.0,1955.0,1991.0,352.0,1.0
19624,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,644.0,1955.0,1991.0,295.0,1.0
19625,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,612.0,1955.0,1991.0,594.0,1.0
19626,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,252.0,1955.0,1991.0,312.0,1.0
19627,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,278.0,1955.0,1991.0,154.0,1.0
19628,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,220.0,1955.0,1991.0,0.0,1.0
19629,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,324.0,1955.0,1991.0,1.0,1.0
19630,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,593.0,1955.0,1991.0,296.0,1.0
19631,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,217.0,1955.0,1991.0,13.0,1.0
19632,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,25.0,1955.0,1991.0,1.0,1.0
19633,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,165.0,1955.0,1991.0,5.0,1.0
19634,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,224.0,1955.0,1991.0,14.0,1.0
19635,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,161.0,1955.0,1991.0,13.0,1.0
19636,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,190.0,1955.0,1991.0,19.0,1.0
19637,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,150.0,1955.0,1991.0,16.0,1.0
19638,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,345.0,1955.0,1991.0,24.0,1.0
19639,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,214.0,1955.0,1991.0,15.0,0.86
19640,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,707.0,1955.0,1991.0,10.0,0.18
19641,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,554.0,1955.0,1991.0,6.0,0.08
19642,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,3.0,1955.0,1991.0,0.0,0.0
19643,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,106.0,1955.0,1991.0,7.0,0.5
19644,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,45.0,1955.0,1991.0,2.0,0.6
19645,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,394.0,1955.0,1991.0,6.0,0.21
19646,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,333.0,1955.0,1991.0,5.0,0.23
19647,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,13.0,1955.0,1991.0,0.0,0.33
19648,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,22.0,1955.0,1991.0,1.0,1.0
19649,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,70.0,1955.0,1991.0,3.0,1.0
19650,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,61.0,1955.0,1991.0,4.0,1.0
19651,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,83.0,1955.0,1991.0,5.0,1.0
19652,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,4.0,1955.0,1991.0,0.0,1.0
19653,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,46.0,1955.0,1991.0,2.0,1.0
19654,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,50.0,1955.0,1991.0,8.0,1.0
19655,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,54.0,1955.0,1991.0,7.0,0.95
19656,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,174.0,1955.0,1991.0,14.0,0.81
19657,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,590.0,1955.0,1991.0,3.0,0.05
