,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Effective Catch,Fracwild
19658,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,319.0,1955.0,1991.0,1.0,0.04
19659,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,56.0,1955.0,1991.0,2.0,0.48
19660,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,17.0,1955.0,1991.0,1.0,0.84
19661,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,419.0,1955.0,1991.0,7.0,0.15
19662,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,124.0,1955.0,1991.0,1.0,0.15
19663,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,2180.0,1955.0,1991.0,20.0,0.06
19664,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1342.0,1955.0,1991.0,12.0,0.1
19665,1949,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1938.0,1949.0,1995.0,-99.0,1.0
19666,1950,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1024.0,1949.0,1995.0,-99.0,1.0
19667,1951,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1761.0,1949.0,1995.0,-99.0,1.0
19668,1952,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3574.0,1949.0,1995.0,-99.0,1.0
19669,1953,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2920.0,1949.0,1995.0,-99.0,1.0
19670,1954,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3054.0,1949.0,1995.0,-99.0,1.0
19671,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,5856.0,1949.0,1995.0,-99.0,1.0
19672,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1728.0,1949.0,1995.0,-99.0,1.0
19673,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,6267.0,1949.0,1995.0,4958.0,1.0
19674,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1399.0,1949.0,1995.0,2069.0,1.0
19675,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,965.0,1949.0,1995.0,1726.0,1.0
19676,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2710.0,1949.0,1995.0,2835.0,1.0
19677,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1854.0,1949.0,1995.0,1559.0,1.0
19678,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2081.0,1949.0,1995.0,1478.0,1.0
19679,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1116.0,1949.0,1995.0,1026.0,1.0
19680,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2097.0,1949.0,1995.0,1167.0,1.0
19681,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1586.0,1949.0,1995.0,934.0,1.0
19682,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1871.0,1949.0,1995.0,507.0,1.0
19683,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1804.0,1949.0,1995.0,837.0,1.0
19684,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2022.0,1949.0,1995.0,728.0,1.0
19685,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2534.0,1949.0,1995.0,729.0,1.0
19686,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1477.0,1949.0,1995.0,555.0,1.0
19687,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3071.0,1949.0,1995.0,1015.0,1.0
19688,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2819.0,1949.0,1995.0,1208.0,1.0
19689,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,4363.0,1949.0,1995.0,2235.0,1.0
19690,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2324.0,1949.0,1995.0,468.0,1.0
19691,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1250.0,1949.0,1995.0,1.0,1.0
19692,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1065.0,1949.0,1995.0,3.0,1.0
19693,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1200.0,1949.0,1995.0,339.0,1.0
19694,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3482.0,1949.0,1995.0,150.0,1.0
19695,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,436.0,1949.0,1995.0,17.0,1.0
19696,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,336.0,1949.0,1995.0,11.0,1.0
19697,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,831.0,1949.0,1995.0,48.0,1.0
19698,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1082.0,1949.0,1995.0,75.0,1.0
19699,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,797.0,1949.0,1995.0,44.0,1.0
19700,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,948.0,1949.0,1995.0,57.0,1.0
19701,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1592.0,1949.0,1995.0,77.0,0.92
19702,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,769.0,1949.0,1995.0,46.0,0.94
19703,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,503.0,1949.0,1995.0,31.0,0.9
19704,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,704.0,1949.0,1995.0,55.0,0.85
19705,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,347.0,1949.0,1995.0,11.0,0.73
19706,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,387.0,1949.0,1995.0,12.0,0.51
19707,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,493.0,1949.0,1995.0,12.0,0.45
19708,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,758.0,1949.0,1995.0,7.0,0.24
19709,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1106.0,1949.0,1995.0,20.0,0.39
19710,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,258.0,1949.0,1995.0,8.0,0.56
19711,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,313.0,1949.0,1995.0,2.0,0.56
19712,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,386.0,1949.0,1995.0,11.0,0.76
19713,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,469.0,1949.0,1995.0,6.0,0.35
19714,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,387.0,1949.0,1995.0,6.0,0.47
19715,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,864.0,1949.0,1995.0,11.0,0.5
19716,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1277.0,1949.0,1995.0,13.0,0.49
19717,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2295.0,1949.0,1995.0,95.0,0.51
19718,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2875.0,1949.0,1995.0,87.0,0.38
19719,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2811.0,1949.0,1995.0,108.0,0.51
19720,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1462.0,1949.0,1995.0,23.0,0.35
19721,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,748.0,1949.0,1995.0,12.0,0.35
19722,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,727.0,1949.0,1995.0,11.0,0.31
19723,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,750.0,1949.0,1995.0,7.0,0.21
19724,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1936.0,1949.0,1995.0,14.0,0.14
19725,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1947.0,1949.0,1995.0,16.0,0.22
19726,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2743.0,1949.0,1995.0,-99.0,0.27
19727,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2266.0,1949.0,1995.0,493.0,0.39
19728,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,657.0,1959.0,,1125.0,1.0
19729,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,606.0,1959.0,,727.0,1.0
19730,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,281.0,1959.0,,238.0,1.0
19731,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,338.0,1959.0,,403.0,1.0
19732,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1104.0,1959.0,,1602.0,1.0
19733,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1585.0,1959.0,,2066.0,1.0
19734,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,956.0,1959.0,,2246.0,1.0
19735,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1284.0,1959.0,,814.0,1.0
19736,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1106.0,1959.0,,1326.0,1.0
19737,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1152.0,1959.0,,1223.0,1.0
19738,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,914.0,1959.0,,549.0,1.0
19739,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,813.0,1959.0,,648.0,1.0
19740,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,797.0,1959.0,,320.0,1.0
19741,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1169.0,1959.0,,1251.0,1.0
19742,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1263.0,1959.0,,1464.0,1.0
19743,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,947.0,1959.0,,551.0,1.0
19744,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,328.0,1959.0,,0.0,1.0
19745,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,664.0,1959.0,,172.0,1.0
19746,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,221.0,1959.0,,103.0,1.0
19747,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1097.0,1959.0,,68.0,1.0
19748,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,157.0,1959.0,,19.0,1.0
19749,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,155.0,1959.0,,4.0,1.0
19750,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,76.0,1959.0,,5.0,1.0
19751,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,520.0,1959.0,,45.0,1.0
19752,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,375.0,1959.0,,37.0,1.0
19753,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,492.0,1959.0,,54.0,1.0
19754,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,675.0,1959.0,,47.0,1.0
19755,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,419.0,1959.0,,27.0,0.77
19756,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,640.0,1959.0,,37.0,0.68
19757,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,975.0,1959.0,,83.0,0.55
19758,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,296.0,1959.0,,7.0,0.24
19759,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,95.0,1959.0,,7.0,0.6
19760,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,163.0,1959.0,,11.0,0.65
19761,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,196.0,1959.0,,4.0,0.25
19762,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,501.0,1959.0,,18.0,0.49
19763,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,67.0,1959.0,,5.0,0.75
19764,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,37.0,1959.0,,1.0,1.0
19765,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,96.0,1959.0,,4.0,1.0
19766,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,195.0,1959.0,,13.0,0.95
19767,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,185.0,1959.0,,9.0,1.0
19768,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,95.0,1959.0,,3.0,0.92
19769,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,231.0,1959.0,,10.0,0.83
19770,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,651.0,1959.0,,83.0,0.77
19771,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,861.0,1959.0,,56.0,0.47
19772,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,818.0,1959.0,,40.0,0.51
19773,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,858.0,1959.0,,21.0,0.23
19774,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,678.0,1959.0,,12.0,0.25
19775,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,480.0,1959.0,,13.0,0.36
19776,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,480.0,1959.0,,13.0,0.36
19777,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,391.0,1959.0,,12.0,0.33
19778,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,391.0,1959.0,,12.0,0.33
19779,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1493.0,1959.0,,67.0,0.28
19780,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1493.0,1959.0,,67.0,0.28
19781,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1060.0,1959.0,,39.0,0.43
19782,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1060.0,1959.0,,39.0,0.43
19783,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,4014.0,1959.0,,181.0,0.28
19784,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,4014.0,1959.0,,181.0,0.28
19785,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,3688.0,1959.0,,129.0,0.33
19786,1954,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,794.0,1954.0,,-99.0,1.0
19787,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1082.0,1954.0,,-99.0,1.0
19788,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,2020.0,1954.0,,-99.0,1.0
19789,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,4104.0,1954.0,,4429.0,1.0
19790,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1954.0,,939.0,1.0
19791,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1984.0,1954.0,,3061.0,1.0
19792,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,898.0,1954.0,,1044.0,1.0
19793,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,438.0,1954.0,,334.0,1.0
19794,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1474.0,1954.0,,1945.0,1.0
19795,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,778.0,1954.0,,1057.0,1.0
19796,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1003.0,1954.0,,925.0,1.0
19797,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,869.0,1954.0,,1310.0,1.0
19798,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,822.0,1954.0,,562.0,1.0
19799,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1954.0,,317.0,1.0
19800,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,657.0,1954.0,,385.0,1.0
19801,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,931.0,1954.0,,788.0,1.0
19802,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,942.0,1954.0,,813.0,1.0
19803,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,652.0,1954.0,,286.0,1.0
19804,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,871.0,1954.0,,783.0,1.0
19805,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,683.0,1954.0,,797.0,1.0
19806,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,459.0,1954.0,,255.0,1.0
19807,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,377.0,1954.0,,0.0,1.0
19808,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,547.0,1954.0,,2.0,1.0
19809,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,267.0,1954.0,,151.0,1.0
19810,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1446.0,1954.0,,90.0,1.0
19811,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,92.0,1954.0,,3.0,1.0
19812,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,102.0,1954.0,,3.0,1.0
19813,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,140.0,1954.0,,9.0,1.0
19814,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,228.0,1954.0,,19.0,1.0
19815,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,216.0,1954.0,,21.0,1.0
19816,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,233.0,1954.0,,25.0,1.0
19817,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1209.0,1954.0,,84.0,1.0
19818,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,655.0,1954.0,,27.0,0.5
19819,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,908.0,1954.0,,39.0,0.5
19820,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,868.0,1954.0,,81.0,0.63
19821,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,319.0,1954.0,,33.0,1.0
19822,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,528.0,1954.0,,31.0,0.44
19823,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,399.0,1954.0,,26.0,0.62
19824,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,394.0,1954.0,,3.0,0.1
19825,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,415.0,1954.0,,17.0,0.56
19826,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,54.0,1954.0,,3.0,0.56
19827,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,70.0,1954.0,,3.0,1.0
19828,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,311.0,1954.0,,15.0,0.95
19829,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,188.0,1954.0,,13.0,0.96
19830,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,209.0,1954.0,,12.0,1.0
19831,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,149.0,1954.0,,6.0,0.95
19832,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,461.0,1954.0,,26.0,0.97
19833,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,608.0,1954.0,,92.0,0.94
19834,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,664.0,1954.0,,93.0,0.99
19835,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,559.0,1954.0,,56.0,0.99
19836,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,493.0,1954.0,,58.0,0.99
19837,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,348.0,1954.0,,25.0,1.0
19838,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,448.0,1954.0,,37.0,1.0
19839,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,313.0,1954.0,,30.0,1.0
19840,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,553.0,1954.0,,87.0,0.88
19841,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,765.0,1954.0,,68.0,1.0
19842,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,941.0,1954.0,,104.0,0.66
19843,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,842.0,1954.0,,-99.0,0.81
19844,2012,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,652.0,1954.0,,69.0,0.91
19845,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1586.0,1964.0,,1716.0,1.0
19846,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,759.0,1964.0,,1178.0,1.0
19847,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2672.0,1964.0,,1581.0,1.0
19848,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1778.0,1964.0,,1958.0,1.0
19849,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1230.0,1964.0,,488.0,1.0
