Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
1995,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,156.0,0.5,78.0,691.88,224.64000000000001,190.0
1996,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,533.0,0.66,351.78000000000003,78.0,691.88,224.64000000000001
1997,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,1875.0,0.11,206.25,351.78000000000003,78.0,691.88
1998,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,228.0,0.25,57.0,206.25,351.78000000000003,78.0
1999,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,718.0,0.25,179.5,57.0,206.25,351.78000000000003
2000,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,196.0,0.62,121.52,179.5,57.0,206.25
2001,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,2354.0,0.82,1930.28,121.52,179.5,57.0
2002,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,7581.0,0.0,0.0,1930.28,121.52,179.5
2003,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,6820.0,0.65,4433.0,0.0,1930.28,121.52
2004,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,4796.0,0.01,47.96,4433.0,0.0,1930.28
2005,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,2204.0,0.05,110.2,47.96,4433.0,0.0
1977,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,1009.0,0.65,655.85,110.2,47.96,4433.0
1978,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,1806.0,0.65,1173.9,655.85,110.2,47.96
1979,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,344.0,0.65,223.6,1173.9,655.85,110.2
1980,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,125.0,0.65,81.25,223.6,1173.9,655.85
1981,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,208.0,0.65,135.20000000000002,81.25,223.6,1173.9
1982,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,272.0,0.65,176.8,135.20000000000002,81.25,223.6
1983,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,825.0,0.65,536.25,176.8,135.20000000000002,81.25
1984,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,252.0,0.65,163.8,536.25,176.8,135.20000000000002
1985,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,532.0,0.65,345.8,163.8,536.25,176.8
1986,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,370.0,0.65,240.5,345.8,163.8,536.25
1987,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,555.0,0.65,360.75,240.5,345.8,163.8
1988,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,680.0,0.65,442.0,360.75,240.5,345.8
1989,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,516.0,0.65,335.40000000000003,442.0,360.75,240.5
1990,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,166.0,0.65,107.9,335.40000000000003,442.0,360.75
1991,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,127.0,0.94,119.38,107.9,335.40000000000003,442.0
1992,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,109.0,1.0,109.0,119.38,107.9,335.40000000000003
1993,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,27.0,1.0,27.0,109.0,119.38,107.9
1994,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,30.0,1.0,30.0,27.0,109.0,119.38
1995,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,9.0,1.0,9.0,30.0,27.0,109.0
1996,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,280.0,0.48,134.4,9.0,30.0,27.0
1997,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,15.0,0.64,9.6,134.4,9.0,30.0
1998,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,96.0,0.41,39.36,9.6,134.4,9.0
1999,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,195.0,0.51,99.45,39.36,9.6,134.4
2000,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,169.0,0.96,162.23999999999998,99.45,39.36,9.6
2001,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,261.0,0.64,167.04,162.23999999999998,99.45,39.36
2002,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,107.0,1.0,107.0,167.04,162.23999999999998,99.45
2003,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,398.0,0.72,286.56,107.0,167.04,162.23999999999998
2004,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,766.0,0.9,689.4,286.56,107.0,167.04
2005,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,147.0,0.66,97.02000000000001,689.4,286.56,107.0
1980,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,516.0,0.49,252.84,97.02000000000001,689.4,286.56
1981,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,1367.0,0.48,656.16,252.84,97.02000000000001,689.4
1982,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,2750.0,0.5,1375.0,656.16,252.84,97.02000000000001
1983,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,3725.0,0.51,1899.75,1375.0,656.16,252.84
1984,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,614.0,0.52,319.28000000000003,1899.75,1375.0,656.16
1985,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,1815.0,0.53,961.95,319.28000000000003,1899.75,1375.0
1986,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,980.0,0.49,480.2,961.95,319.28000000000003,1899.75
1987,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,6168.0,0.59,3639.12,480.2,961.95,319.28000000000003
1988,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,3133.0,0.69,2161.77,3639.12,480.2,961.95
1989,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,2792.0,0.69,1926.4799999999998,2161.77,3639.12,480.2
1990,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,650.0,0.63,409.5,1926.4799999999998,2161.77,3639.12
1991,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,2017.0,0.85,1714.45,409.5,1926.4799999999998,2161.77
1992,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,839.0,0.47,394.33,1714.45,409.5,1926.4799999999998
1993,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,885.0,0.71,628.35,394.33,1714.45,409.5
1994,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,3854.0,0.4,1541.6000000000001,628.35,394.33,1714.45
1995,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,1395.0,0.51,711.45,1541.6000000000001,628.35,394.33
1996,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,593.0,0.54,320.22,711.45,1541.6000000000001,628.35
1997,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,603.0,0.23,138.69,320.22,711.45,1541.6000000000001
1998,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,368.0,0.6,220.79999999999998,138.69,320.22,711.45
1999,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,575.0,0.69,396.74999999999994,220.79999999999998,138.69,320.22
2000,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,416.0,0.58,241.27999999999997,396.74999999999994,220.79999999999998,138.69
2001,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,4024.0,0.39,1569.3600000000001,241.27999999999997,396.74999999999994,220.79999999999998
2002,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,3343.0,0.05,167.15,1569.3600000000001,241.27999999999997,396.74999999999994
2003,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,3810.0,0.56,2133.6000000000004,167.15,1569.3600000000001,241.27999999999997
2004,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,6804.0,0.02,136.08,2133.6000000000004,167.15,1569.3600000000001
2005,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,2083.0,0.13,270.79,136.08,2133.6000000000004,167.15
1964,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,783.0,0.0,0.0,270.79,136.08,2133.6000000000004
1965,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,105.0,0.0,0.0,0.0,270.79,136.08
1966,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,964.0,0.0,0.0,0.0,0.0,270.79
1967,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,274.0,0.0,0.0,0.0,0.0,0.0
1968,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,267.0,0.0,0.0,0.0,0.0,0.0
1969,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,29.0,0.0,0.0,0.0,0.0,0.0
1970,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,54.0,0.0,0.0,0.0,0.0,0.0
1971,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,1845.0,0.0,0.0,0.0,0.0,0.0
1972,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,1235.0,0.0,0.0,0.0,0.0,0.0
1973,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,487.0,0.0,0.0,0.0,0.0,0.0
1974,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,610.0,0.0,0.0,0.0,0.0,0.0
1975,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,574.0,0.0,0.0,0.0,0.0,0.0
1976,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,646.0,0.0,0.0,0.0,0.0,0.0
1977,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,971.0,0.0,0.0,0.0,0.0,0.0
1978,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,1527.0,0.0,0.0,0.0,0.0,0.0
1979,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,946.0,0.0,0.0,0.0,0.0,0.0
1980,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,401.0,0.0,0.0,0.0,0.0,0.0
1981,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,256.0,0.0,0.0,0.0,0.0,0.0
1982,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,365.0,0.0,0.0,0.0,0.0,0.0
1983,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,495.0,0.0,0.0,0.0,0.0,0.0
1984,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,134.0,0.0,0.0,0.0,0.0,0.0
1985,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,170.0,0.0,0.0,0.0,0.0,0.0
1986,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,422.0,0.0,0.0,0.0,0.0,0.0
1987,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,776.0,0.0,0.0,0.0,0.0,0.0
1988,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,1206.0,0.0,0.0,0.0,0.0,0.0
1989,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,112.0,0.0,0.0,0.0,0.0,0.0
1990,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,11.0,0.0,0.0,0.0,0.0,0.0
1991,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,58.0,0.0,0.0,0.0,0.0,0.0
1992,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,54.0,0.0,0.0,0.0,0.0,0.0
1993,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,0.0,0.0,0.0,0.0,0.0,0.0
1994,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,11.0,0.0,0.0,0.0,0.0,0.0
1995,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,4.0,0.0,0.0,0.0,0.0,0.0
1996,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,166.0,0.0,0.0,0.0,0.0,0.0
1997,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,148.0,0.0,0.0,0.0,0.0,0.0
1998,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,213.0,0.0,0.0,0.0,0.0,0.0
1999,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,126.0,0.0,0.0,0.0,0.0,0.0
2000,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,14.0,0.0,0.0,0.0,0.0,0.0
2001,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,444.0,0.0,0.0,0.0,0.0,0.0
2002,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,375.0,0.0,0.0,0.0,0.0,0.0
2003,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,1574.0,0.0,0.0,0.0,0.0,0.0
2004,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,765.0,0.0,0.0,0.0,0.0,0.0
2005,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,462.0,0.0,0.0,0.0,0.0,0.0
2006,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,235.0,0.0,0.0,0.0,0.0,0.0
2007,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,314.0,0.0,0.0,0.0,0.0,0.0
2008,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,188.0,0.0,0.0,0.0,0.0,0.0
1976,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,2063.0,1.0,2063.0,0.0,0.0,0.0
1977,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,231.0,1.0,231.0,2063.0,0.0,0.0
1978,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1063.0,1.0,1063.0,231.0,2063.0,0.0
1979,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,662.0,1.0,662.0,1063.0,231.0,2063.0
1980,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1598.0,1.0,1598.0,662.0,1063.0,231.0
1981,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,839.0,1.0,839.0,1598.0,662.0,1063.0
1982,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1579.0,1.0,1579.0,839.0,1598.0,662.0
1983,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,280.0,1.0,280.0,1579.0,839.0,1598.0
1984,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,393.0,1.0,393.0,280.0,1579.0,839.0
1985,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,153.0,1.0,153.0,393.0,280.0,1579.0
1986,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,116.0,1.0,116.0,153.0,393.0,280.0
1987,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,161.0,1.0,161.0,116.0,153.0,393.0
1988,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,382.0,1.0,382.0,161.0,116.0,153.0
1989,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,243.0,1.0,243.0,382.0,161.0,116.0
1990,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,145.0,1.0,145.0,243.0,382.0,161.0
1991,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,75.0,1.0,75.0,145.0,243.0,382.0
1992,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1078.0,1.0,1078.0,75.0,145.0,243.0
1993,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,108.0,0.97,104.75999999999999,1078.0,75.0,145.0
1994,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,288.0,0.97,279.36,104.75999999999999,1078.0,75.0
1995,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,253.0,0.97,245.41,279.36,104.75999999999999,1078.0
1996,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,32.0,0.97,31.04,245.41,279.36,104.75999999999999
1997,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,124.0,0.8,99.2,31.04,245.41,279.36
1998,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,242.0,0.83,200.85999999999999,99.2,31.04,245.41
1999,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,401.0,0.66,264.66,200.85999999999999,99.2,31.04
2000,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,167.0,0.51,85.17,264.66,200.85999999999999,99.2
2001,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,2072.0,0.34,704.48,85.17,264.66,200.85999999999999
2002,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1859.0,0.38,706.42,704.48,85.17,264.66
2003,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,11898.0,0.19,2260.62,706.42,704.48,85.17
2004,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,8850.0,0.19,1681.5,2260.62,706.42,704.48
2005,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1504.0,0.18,270.71999999999997,1681.5,2260.62,706.42
1974,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,549.0,0.33,181.17000000000002,270.71999999999997,1681.5,2260.62
1975,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,442.0,0.33,145.86,181.17000000000002,270.71999999999997,1681.5
1976,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,528.0,0.33,174.24,145.86,181.17000000000002,270.71999999999997
1977,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,531.0,0.33,175.23000000000002,174.24,145.86,181.17000000000002
1978,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,508.0,0.33,167.64000000000001,175.23000000000002,174.24,145.86
1979,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,722.0,0.33,238.26000000000002,167.64000000000001,175.23000000000002,174.24
1980,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2589.0,0.33,854.37,238.26000000000002,167.64000000000001,175.23000000000002
1981,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3642.0,0.33,1201.8600000000001,854.37,238.26000000000002,167.64000000000001
1982,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3550.0,0.33,1171.5,1201.8600000000001,854.37,238.26000000000002
1983,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3170.0,0.33,1046.1000000000001,1171.5,1201.8600000000001,854.37
1984,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3334.0,0.33,1100.22,1046.1000000000001,1171.5,1201.8600000000001
1985,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2067.0,0.33,682.11,1100.22,1046.1000000000001,1171.5
1986,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2192.0,0.33,723.36,682.11,1100.22,1046.1000000000001
1987,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2785.0,0.33,919.0500000000001,723.36,682.11,1100.22
1988,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3769.0,0.33,1243.77,919.0500000000001,723.36,682.11
1989,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3481.0,0.33,1148.73,1243.77,919.0500000000001,723.36
1990,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4133.0,0.33,1363.89,1148.73,1243.77,919.0500000000001
1991,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,5592.0,0.33,1845.3600000000001,1363.89,1148.73,1243.77
1992,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4287.0,0.33,1414.71,1845.3600000000001,1363.89,1148.73
1993,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3732.0,0.33,1231.56,1414.71,1845.3600000000001,1363.89
1994,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2636.0,0.33,869.88,1231.56,1414.71,1845.3600000000001
1995,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2000.0,0.33,660.0,869.88,1231.56,1414.71
1996,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1083.0,0.33,357.39000000000004,660.0,869.88,1231.56
1997,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1546.0,0.33,510.18,357.39000000000004,660.0,869.88
1998,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1702.0,0.33,561.6600000000001,510.18,357.39000000000004,660.0
1999,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1049.0,0.33,346.17,561.6600000000001,510.18,357.39000000000004
2000,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2596.0,0.33,856.6800000000001,346.17,561.6600000000001,510.18
