Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,2002.0,1.0,2002.0,953.0,1893.0,2106.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1636.0,1.0,1636.0,2002.0,953.0,1893.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1999.0,1.0,1999.0,1636.0,2002.0,953.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1334.0,1.0,1334.0,1999.0,1636.0,2002.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1203.0,1.0,1203.0,1334.0,1999.0,1636.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,531.0,1.0,531.0,1203.0,1334.0,1999.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,819.0,1.0,819.0,531.0,1203.0,1334.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1440.0,1.0,1440.0,819.0,531.0,1203.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,450.0,1.0,450.0,1440.0,819.0,531.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,726.0,1.0,726.0,450.0,1440.0,819.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,259.0,1.0,259.0,726.0,450.0,1440.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,407.0,1.0,407.0,259.0,726.0,450.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,741.0,1.0,741.0,407.0,259.0,726.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,223.0,1.0,223.0,741.0,407.0,259.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,43.0,1.0,43.0,223.0,741.0,407.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,157.0,1.0,157.0,43.0,223.0,741.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,91.0,1.0,91.0,157.0,43.0,223.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,178.0,1.0,178.0,91.0,157.0,43.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,155.0,1.0,155.0,178.0,91.0,157.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,306.0,1.0,306.0,155.0,178.0,91.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,244.0,1.0,244.0,306.0,155.0,178.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,474.0,1.0,474.0,244.0,306.0,155.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1159.0,1.0,1159.0,474.0,244.0,306.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,95.0,1.0,95.0,1159.0,474.0,244.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,197.0,1.0,197.0,95.0,1159.0,474.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,191.0,1.0,191.0,197.0,95.0,1159.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,185.0,1.0,185.0,191.0,197.0,95.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,737.0,1.0,737.0,185.0,191.0,197.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,34.0,1.0,34.0,737.0,185.0,191.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,17.0,1.0,17.0,34.0,737.0,185.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,61.0,1.0,61.0,17.0,34.0,737.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,235.0,1.0,235.0,61.0,17.0,34.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,422.0,1.0,422.0,235.0,61.0,17.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,78.0,1.0,78.0,422.0,235.0,61.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,325.0,1.0,325.0,78.0,422.0,235.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,739.0,1.0,739.0,325.0,78.0,422.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1176.0,1.0,1176.0,739.0,325.0,78.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1314.0,1.0,1314.0,1176.0,739.0,325.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,342.0,1.0,342.0,1314.0,1176.0,739.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,306.0,1.0,306.0,342.0,1314.0,1176.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,158.0,1.0,158.0,306.0,342.0,1314.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,309.0,1.0,309.0,158.0,306.0,342.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,440.0,1.0,440.0,309.0,158.0,306.0
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,1109.0,1.0,1109.0,440.0,309.0,158.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,636.0,1.0,636.0,1109.0,440.0,309.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,434.0,1.0,434.0,636.0,1109.0,440.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,764.0,1.0,764.0,434.0,636.0,1109.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,1858.0,1.0,1858.0,764.0,434.0,636.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,1099.0,1.0,1099.0,1858.0,764.0,434.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,730.0,1.0,730.0,1099.0,1858.0,764.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,251.0,1.0,251.0,730.0,1099.0,1858.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,360.0,1.0,360.0,251.0,730.0,1099.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,606.0,1.0,606.0,360.0,251.0,730.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,330.0,1.0,330.0,606.0,360.0,251.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,444.0,1.0,444.0,330.0,606.0,360.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,320.0,1.0,320.0,444.0,330.0,606.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,335.0,1.0,335.0,320.0,444.0,330.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,158.0,1.0,158.0,335.0,320.0,444.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,296.0,1.0,296.0,158.0,335.0,320.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,473.0,1.0,473.0,296.0,158.0,335.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,138.0,1.0,138.0,473.0,296.0,158.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,380.0,1.0,380.0,138.0,473.0,296.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,108.0,1.0,108.0,380.0,138.0,473.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,44.0,1.0,44.0,108.0,380.0,138.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,468.0,1.0,468.0,44.0,108.0,380.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,74.0,1.0,74.0,468.0,44.0,108.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,20.0,1.0,20.0,74.0,468.0,44.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,108.0,1.0,108.0,20.0,74.0,468.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,35.0,1.0,35.0,108.0,20.0,74.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,133.0,1.0,133.0,35.0,108.0,20.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,207.0,1.0,207.0,133.0,35.0,108.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,345.0,1.0,345.0,207.0,133.0,35.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,330.0,1.0,330.0,345.0,207.0,133.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,177.0,1.0,177.0,330.0,345.0,207.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,498.0,1.0,498.0,177.0,330.0,345.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,148.0,1.0,148.0,498.0,177.0,330.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,99.0,1.0,99.0,148.0,498.0,177.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,64.0,1.0,64.0,99.0,148.0,498.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,108.0,1.0,108.0,64.0,99.0,148.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,276.0,1.0,276.0,108.0,64.0,99.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,15.0,1.0,15.0,276.0,108.0,64.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,10.0,1.0,10.0,15.0,276.0,108.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,5.0,1.0,5.0,10.0,15.0,276.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,163.0,1.0,163.0,5.0,10.0,15.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,74.0,1.0,74.0,163.0,5.0,10.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,49.0,1.0,49.0,74.0,163.0,5.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,64.0,1.0,64.0,49.0,74.0,163.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,690.0,1.0,690.0,64.0,49.0,74.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,557.0,1.0,557.0,690.0,64.0,49.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,444.0,1.0,444.0,557.0,690.0,64.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,248.0,1.0,248.0,444.0,557.0,690.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1.0,69.0,248.0,444.0,557.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,44.0,1.0,44.0,69.0,248.0,444.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,98.0,1.0,98.0,44.0,69.0,248.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,207.0,1.0,207.0,98.0,44.0,69.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,473.0,1.0,473.0,207.0,98.0,44.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,554.0,1.0,554.0,473.0,207.0,98.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,69.0,1.0,69.0,554.0,473.0,207.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,369.0,1.0,369.0,69.0,554.0,473.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,341.0,1.0,341.0,369.0,69.0,554.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,513.0,1.0,513.0,341.0,369.0,69.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,157.0,1.0,157.0,513.0,341.0,369.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,153.0,1.0,153.0,157.0,513.0,341.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,216.0,1.0,216.0,153.0,157.0,513.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,385.0,1.0,385.0,216.0,153.0,157.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,551.0,1.0,551.0,385.0,216.0,153.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,413.0,1.0,413.0,551.0,385.0,216.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,307.0,1.0,307.0,413.0,551.0,385.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,66.0,1.0,66.0,307.0,413.0,551.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,203.0,1.0,203.0,66.0,307.0,413.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,319.0,1.0,319.0,203.0,66.0,307.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,41.0,1.0,41.0,319.0,203.0,66.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1.0,34.0,41.0,319.0,203.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,191.0,1.0,191.0,34.0,41.0,319.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,91.0,1.0,91.0,191.0,34.0,41.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,81.0,1.0,81.0,91.0,191.0,34.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,19.0,1.0,19.0,81.0,91.0,191.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,66.0,1.0,66.0,19.0,81.0,91.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1.0,34.0,66.0,19.0,81.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,100.0,1.0,100.0,34.0,66.0,19.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,0.0,1.0,0.0,100.0,34.0,66.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,91.0,1.0,91.0,0.0,100.0,34.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,9.0,1.0,9.0,91.0,0.0,100.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1.0,34.0,9.0,91.0,0.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,22.0,1.0,22.0,34.0,9.0,91.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,81.0,1.0,81.0,22.0,34.0,9.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,6.0,1.0,6.0,81.0,22.0,34.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,0.0,1.0,0.0,6.0,81.0,22.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,3.0,1.0,3.0,0.0,6.0,81.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,22.0,1.0,22.0,3.0,0.0,6.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,50.0,1.0,50.0,22.0,3.0,0.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,9.0,1.0,9.0,50.0,22.0,3.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,16.0,1.0,16.0,9.0,50.0,22.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,294.0,1.0,294.0,16.0,9.0,50.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,263.0,1.0,263.0,294.0,16.0,9.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,291.0,1.0,291.0,263.0,294.0,16.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,59.0,1.0,59.0,291.0,263.0,294.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,41.0,1.0,41.0,59.0,291.0,263.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,286.0,1.0,286.0,41.0,59.0,291.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,275.0,1.0,275.0,286.0,41.0,59.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,298.0,1.0,298.0,275.0,286.0,41.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,504.0,1.0,504.0,298.0,275.0,286.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,596.0,1.0,596.0,504.0,298.0,275.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,447.0,1.0,447.0,596.0,504.0,298.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,229.0,1.0,229.0,447.0,596.0,504.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,137.0,1.0,137.0,229.0,447.0,596.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,69.0,1.0,69.0,137.0,229.0,447.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,80.0,1.0,80.0,69.0,137.0,229.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,149.0,1.0,149.0,80.0,69.0,137.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,23.0,1.0,23.0,149.0,80.0,69.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,252.0,1.0,252.0,23.0,149.0,80.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1329.0,1.0,1329.0,252.0,23.0,149.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1260.0,1.0,1260.0,1329.0,252.0,23.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1249.0,1.0,1249.0,1260.0,1329.0,252.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,504.0,1.0,504.0,1249.0,1260.0,1329.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,486.0,1.0,486.0,504.0,1249.0,1260.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,360.0,1.0,360.0,486.0,504.0,1249.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,558.0,1.0,558.0,360.0,486.0,504.0
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,1058.0,1.0,1058.0,558.0,360.0,486.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,481.0,1.0,481.0,1058.0,558.0,360.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,306.0,1.0,306.0,481.0,1058.0,558.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,832.0,1.0,832.0,306.0,481.0,1058.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,326.0,1.0,326.0,832.0,306.0,481.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,391.0,1.0,391.0,326.0,832.0,306.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,650.0,1.0,650.0,391.0,326.0,832.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,899.0,1.0,899.0,650.0,391.0,326.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,413.0,1.0,413.0,899.0,650.0,391.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,122.0,1.0,122.0,413.0,899.0,650.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,408.0,1.0,408.0,122.0,413.0,899.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,336.0,1.0,336.0,408.0,122.0,413.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,274.0,1.0,274.0,336.0,408.0,122.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,107.0,1.0,107.0,274.0,336.0,408.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,197.0,1.0,197.0,107.0,274.0,336.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,374.0,1.0,374.0,197.0,107.0,274.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,194.0,1.0,194.0,374.0,197.0,107.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,117.0,1.0,117.0,194.0,374.0,197.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,80.0,1.0,80.0,117.0,194.0,374.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,77.0,1.0,77.0,80.0,117.0,194.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,154.0,1.0,154.0,77.0,80.0,117.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,72.0,1.0,72.0,154.0,77.0,80.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1.0,0.0,72.0,154.0,77.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,22.0,1.0,22.0,0.0,72.0,154.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,75.0,1.0,75.0,22.0,0.0,72.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,57.0,1.0,57.0,75.0,22.0,0.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,17.0,1.0,17.0,57.0,75.0,22.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,10.0,1.0,10.0,17.0,57.0,75.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,70.0,1.0,70.0,10.0,17.0,57.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,52.0,1.0,52.0,70.0,10.0,17.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,57.0,1.0,57.0,52.0,70.0,10.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,12.0,1.0,12.0,57.0,52.0,70.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,40.0,1.0,40.0,12.0,57.0,52.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1.0,0.0,40.0,12.0,57.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,40.0,1.0,40.0,0.0,40.0,12.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,55.0,1.0,55.0,40.0,0.0,40.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,77.0,1.0,77.0,55.0,40.0,0.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,2.0,1.0,2.0,77.0,55.0,40.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1.0,0.0,2.0,77.0,55.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,2.0,1.0,2.0,0.0,2.0,77.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,55.0,1.0,55.0,2.0,0.0,2.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,105.0,1.0,105.0,55.0,2.0,0.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,15.0,1.0,15.0,105.0,55.0,2.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,25.0,1.0,25.0,15.0,105.0,55.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,635.0,1.0,635.0,25.0,15.0,105.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,523.0,1.0,523.0,635.0,25.0,15.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,476.0,1.0,476.0,523.0,635.0,25.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,100.0,1.0,100.0,476.0,523.0,635.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,42.0,1.0,42.0,100.0,476.0,523.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,19.0,1.0,19.0,42.0,100.0,476.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,28.0,1.0,28.0,19.0,42.0,100.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,30.0,1.0,30.0,28.0,19.0,42.0
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1192.0,1.0,1192.0,30.0,28.0,19.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,683.0,1.0,683.0,1192.0,30.0,28.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,229.0,1.0,229.0,683.0,1192.0,30.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,779.0,1.0,779.0,229.0,683.0,1192.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1369.0,1.0,1369.0,779.0,229.0,683.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,888.0,1.0,888.0,1369.0,779.0,229.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,968.0,1.0,968.0,888.0,1369.0,779.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1845.0,1.0,1845.0,968.0,888.0,1369.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1052.0,1.0,1052.0,1845.0,968.0,888.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1057.0,1.0,1057.0,1052.0,1845.0,968.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1693.0,1.0,1693.0,1057.0,1052.0,1845.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1212.0,1.0,1212.0,1693.0,1057.0,1052.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,577.0,1.0,577.0,1212.0,1693.0,1057.0
