,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Stream Name
20011,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,345.0,1957.0,1977.0,Big Cr
20012,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,330.0,1957.0,1977.0,Big Cr
20013,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,177.0,1957.0,1977.0,Big Cr
20014,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,498.0,1957.0,1977.0,Big Cr
20015,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,148.0,1957.0,1977.0,Big Cr
20016,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,99.0,1957.0,1977.0,Big Cr
20017,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,64.0,1957.0,1977.0,Big Cr
20018,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,108.0,1957.0,1977.0,Big Cr
20019,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,276.0,1957.0,1977.0,Big Cr
20020,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,15.0,1957.0,1977.0,Big Cr
20021,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,10.0,1957.0,1977.0,Big Cr
20022,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,5.0,1957.0,1977.0,Big Cr
20023,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,163.0,1957.0,1977.0,Big Cr
20024,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,74.0,1957.0,1977.0,Big Cr
20025,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,49.0,1957.0,1977.0,Big Cr
20026,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,64.0,1957.0,1977.0,Big Cr
20027,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,690.0,1957.0,1977.0,Big Cr
20028,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,557.0,1957.0,1977.0,Big Cr
20029,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,444.0,1957.0,1977.0,Big Cr
20030,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,248.0,1957.0,1977.0,Big Cr
20031,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20032,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20033,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20034,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20035,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20036,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20037,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20038,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,69.0,1957.0,1977.0,Big Cr
20039,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,44.0,1957.0,1977.0,Big Cr
20040,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,98.0,1957.0,1977.0,Big Cr
20041,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,207.0,1957.0,1977.0,Big Cr
20042,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,453.0,1957.0,1977.0,Big Cr
20043,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,228.0,1957.0,1977.0,Big Cr
20044,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,298.0,1957.0,1977.0,Big Cr
20045,2012,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,385.0,1957.0,1977.0,Big Cr
20046,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,351.0,1963.0,1991.0,Camas Cr
20047,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,445.0,1963.0,1991.0,Camas Cr
20048,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,388.0,1963.0,1991.0,Camas Cr
20049,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,473.0,1963.0,1991.0,Camas Cr
20050,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,554.0,1963.0,1991.0,Camas Cr
20051,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,69.0,1963.0,1991.0,Camas Cr
20052,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,369.0,1963.0,1991.0,Camas Cr
20053,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,341.0,1963.0,1991.0,Camas Cr
20054,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,513.0,1963.0,1991.0,Camas Cr
20055,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,157.0,1963.0,1991.0,Camas Cr
20056,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,153.0,1963.0,1991.0,Camas Cr
20057,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,216.0,1963.0,1991.0,Camas Cr
20058,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,385.0,1963.0,1991.0,Camas Cr
20059,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,551.0,1963.0,1991.0,Camas Cr
20060,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,413.0,1963.0,1991.0,Camas Cr
20061,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,307.0,1963.0,1991.0,Camas Cr
20062,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,66.0,1963.0,1991.0,Camas Cr
20063,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,203.0,1963.0,1991.0,Camas Cr
20064,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,319.0,1963.0,1991.0,Camas Cr
20065,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,41.0,1963.0,1991.0,Camas Cr
20066,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1963.0,1991.0,Camas Cr
20067,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,191.0,1963.0,1991.0,Camas Cr
20068,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,91.0,1963.0,1991.0,Camas Cr
20069,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,81.0,1963.0,1991.0,Camas Cr
20070,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,19.0,1963.0,1991.0,Camas Cr
20071,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,66.0,1963.0,1991.0,Camas Cr
20072,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1963.0,1991.0,Camas Cr
20073,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,100.0,1963.0,1991.0,Camas Cr
20074,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,0.0,1963.0,1991.0,Camas Cr
20075,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,91.0,1963.0,1991.0,Camas Cr
20076,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,9.0,1963.0,1991.0,Camas Cr
20077,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,34.0,1963.0,1991.0,Camas Cr
20078,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,22.0,1963.0,1991.0,Camas Cr
20079,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,81.0,1963.0,1991.0,Camas Cr
20080,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,6.0,1963.0,1991.0,Camas Cr
20081,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,0.0,1963.0,1991.0,Camas Cr
20082,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,3.0,1963.0,1991.0,Camas Cr
20083,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,22.0,1963.0,1991.0,Camas Cr
20084,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,50.0,1963.0,1991.0,Camas Cr
20085,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,9.0,1963.0,1991.0,Camas Cr
20086,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,16.0,1963.0,1991.0,Camas Cr
20087,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,294.0,1963.0,1991.0,Camas Cr
20088,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,263.0,1963.0,1991.0,Camas Cr
20089,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,291.0,1963.0,1991.0,Camas Cr
20090,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,59.0,1963.0,1991.0,Camas Cr
20091,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,63.0,1963.0,1991.0,Camas Cr
20092,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,41.0,1963.0,1991.0,Camas Cr
20093,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,-99.0,1963.0,1991.0,Camas Cr
20094,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,22.0,1963.0,1991.0,Camas Cr
20095,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,38.0,1963.0,1991.0,Camas Cr
20096,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,53.0,1963.0,1991.0,Camas Cr
20097,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,9.0,1963.0,1991.0,Camas Cr
20098,2012,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,69.0,1963.0,1991.0,Camas Cr
20099,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,286.0,1985.0,,Chamberlain Cr
20100,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,-99.0,1985.0,,Chamberlain Cr
20101,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,275.0,1985.0,,Chamberlain Cr
20102,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,298.0,1985.0,,Chamberlain Cr
20103,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,504.0,1985.0,,Chamberlain Cr
20104,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,596.0,1985.0,,Chamberlain Cr
20105,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,-99.0,1985.0,,Chamberlain Cr
20106,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,447.0,1985.0,,Chamberlain Cr
20107,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,229.0,1985.0,,Chamberlain Cr
20108,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,137.0,1985.0,,Chamberlain Cr
20109,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,69.0,1985.0,,Chamberlain Cr
20110,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,80.0,1985.0,,Chamberlain Cr
20111,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,149.0,1985.0,,Chamberlain Cr
20112,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,23.0,1985.0,,Chamberlain Cr
20113,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,252.0,1985.0,,Chamberlain Cr
20114,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,-99.0,1985.0,,Chamberlain Cr
20115,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1329.0,1985.0,,Chamberlain Cr
20116,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1260.0,1985.0,,Chamberlain Cr
20117,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1249.0,1985.0,,Chamberlain Cr
20118,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,745.0,1985.0,,Chamberlain Cr
20119,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,745.0,1985.0,,Chamberlain Cr
20120,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,447.0,1985.0,,Chamberlain Cr
20121,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,447.0,1985.0,,Chamberlain Cr
20122,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,389.0,1985.0,,Chamberlain Cr
20123,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,389.0,1985.0,,Chamberlain Cr
20124,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,389.0,1985.0,,Chamberlain Cr
20125,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,389.0,1985.0,,Chamberlain Cr
20126,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,344.0,1985.0,,Chamberlain Cr
20127,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,344.0,1985.0,,Chamberlain Cr
20128,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,344.0,1985.0,,Chamberlain Cr
20129,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,344.0,1985.0,,Chamberlain Cr
20130,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,710.0,1985.0,,Chamberlain Cr
20131,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,710.0,1985.0,,Chamberlain Cr
20132,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,710.0,1985.0,,Chamberlain Cr
20133,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,710.0,1985.0,,Chamberlain Cr
20134,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,664.0,1985.0,,Chamberlain Cr
20135,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,664.0,1985.0,,Chamberlain Cr
20136,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,664.0,1985.0,,Chamberlain Cr
20137,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,664.0,1985.0,,Chamberlain Cr
20138,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,893.0,1985.0,,Chamberlain Cr
20139,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,893.0,1985.0,,Chamberlain Cr
20140,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,893.0,1985.0,,Chamberlain Cr
20141,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,893.0,1985.0,,Chamberlain Cr
20142,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1305.0,1985.0,,Chamberlain Cr
20143,2012,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,1099.0,1985.0,,Chamberlain Cr
20144,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,1058.0,1957.0,1980.0,Loon Cr
20145,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,481.0,1957.0,1980.0,Loon Cr
20146,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,306.0,1957.0,1980.0,Loon Cr
20147,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,832.0,1957.0,1980.0,Loon Cr
20148,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,326.0,1957.0,1980.0,Loon Cr
20149,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,391.0,1957.0,1980.0,Loon Cr
20150,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,650.0,1957.0,1980.0,Loon Cr
20151,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,899.0,1957.0,1980.0,Loon Cr
20152,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,413.0,1957.0,1980.0,Loon Cr
20153,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,122.0,1957.0,1980.0,Loon Cr
20154,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,408.0,1957.0,1980.0,Loon Cr
20155,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,336.0,1957.0,1980.0,Loon Cr
20156,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,274.0,1957.0,1980.0,Loon Cr
20157,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,107.0,1957.0,1980.0,Loon Cr
20158,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,197.0,1957.0,1980.0,Loon Cr
20159,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,374.0,1957.0,1980.0,Loon Cr
20160,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,194.0,1957.0,1980.0,Loon Cr
20161,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,117.0,1957.0,1980.0,Loon Cr
20162,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,80.0,1957.0,1980.0,Loon Cr
20163,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,77.0,1957.0,1980.0,Loon Cr
20164,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,154.0,1957.0,1980.0,Loon Cr
20165,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,72.0,1957.0,1980.0,Loon Cr
20166,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1957.0,1980.0,Loon Cr
20167,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,22.0,1957.0,1980.0,Loon Cr
20168,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,75.0,1957.0,1980.0,Loon Cr
20169,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,57.0,1957.0,1980.0,Loon Cr
20170,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,17.0,1957.0,1980.0,Loon Cr
20171,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,10.0,1957.0,1980.0,Loon Cr
20172,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,70.0,1957.0,1980.0,Loon Cr
20173,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,52.0,1957.0,1980.0,Loon Cr
20174,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,57.0,1957.0,1980.0,Loon Cr
20175,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,12.0,1957.0,1980.0,Loon Cr
20176,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,40.0,1957.0,1980.0,Loon Cr
20177,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1957.0,1980.0,Loon Cr
20178,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,40.0,1957.0,1980.0,Loon Cr
20179,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,55.0,1957.0,1980.0,Loon Cr
20180,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,77.0,1957.0,1980.0,Loon Cr
20181,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,2.0,1957.0,1980.0,Loon Cr
20182,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,0.0,1957.0,1980.0,Loon Cr
20183,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,2.0,1957.0,1980.0,Loon Cr
20184,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,55.0,1957.0,1980.0,Loon Cr
20185,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,105.0,1957.0,1980.0,Loon Cr
20186,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,15.0,1957.0,1980.0,Loon Cr
20187,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,25.0,1957.0,1980.0,Loon Cr
20188,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,654.0,1957.0,1980.0,Loon Cr
20189,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,538.0,1957.0,1980.0,Loon Cr
20190,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,490.0,1957.0,1980.0,Loon Cr
20191,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,133.0,1957.0,1980.0,Loon Cr
20192,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,79.0,1957.0,1980.0,Loon Cr
20193,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,35.0,1957.0,1980.0,Loon Cr
20194,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,28.0,1957.0,1980.0,Loon Cr
20195,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,30.0,1957.0,1980.0,Loon Cr
20196,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,71.0,1957.0,1980.0,Loon Cr
20197,2010,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,51.0,1957.0,1980.0,Loon Cr
20198,2011,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,38.0,1957.0,1980.0,Loon Cr
20199,2012,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,87.0,1957.0,1980.0,Loon Cr
20200,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1192.0,1957.0,2001.0,Marsh Cr
20201,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,683.0,1957.0,2001.0,Marsh Cr
20202,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,229.0,1957.0,2001.0,Marsh Cr
20203,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,779.0,1957.0,2001.0,Marsh Cr
20204,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1369.0,1957.0,2001.0,Marsh Cr
20205,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,888.0,1957.0,2001.0,Marsh Cr
20206,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,968.0,1957.0,2001.0,Marsh Cr
20207,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1845.0,1957.0,2001.0,Marsh Cr
20208,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1052.0,1957.0,2001.0,Marsh Cr
20209,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1057.0,1957.0,2001.0,Marsh Cr
20210,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1693.0,1957.0,2001.0,Marsh Cr
20211,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1212.0,1957.0,2001.0,Marsh Cr
20212,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,577.0,1957.0,2001.0,Marsh Cr
20213,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1187.0,1957.0,2001.0,Marsh Cr
20214,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,732.0,1957.0,2001.0,Marsh Cr
20215,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,812.0,1957.0,2001.0,Marsh Cr
20216,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1349.0,1957.0,2001.0,Marsh Cr
20217,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,546.0,1957.0,2001.0,Marsh Cr
20218,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,522.0,1957.0,2001.0,Marsh Cr
20219,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,126.0,1957.0,2001.0,Marsh Cr
20220,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,255.0,1957.0,2001.0,Marsh Cr
20221,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,703.0,1957.0,2001.0,Marsh Cr
20222,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,122.0,1957.0,2001.0,Marsh Cr
20223,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,24.0,1957.0,2001.0,Marsh Cr
20224,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,164.0,1957.0,2001.0,Marsh Cr
20225,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,104.0,1957.0,2001.0,Marsh Cr
20226,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,86.0,1957.0,2001.0,Marsh Cr
20227,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,157.0,1957.0,2001.0,Marsh Cr
20228,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,280.0,1957.0,2001.0,Marsh Cr
20229,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,262.0,1957.0,2001.0,Marsh Cr
20230,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,391.0,1957.0,2001.0,Marsh Cr
20231,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,564.0,1957.0,2001.0,Marsh Cr
20232,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,115.0,1957.0,2001.0,Marsh Cr
20233,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,149.0,1957.0,2001.0,Marsh Cr
20234,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,104.0,1957.0,2001.0,Marsh Cr
20235,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,169.0,1957.0,2001.0,Marsh Cr
20236,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,313.0,1957.0,2001.0,Marsh Cr
