Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Start_Year,End_Year,Effective_Catch,Fracwild,Spawners_Prev_Yr,Eff_Catch_Prev_Yr,Fracwild_Prev_Yr,Spawners_Two_Yrs_Prior,Eff_Catch_Two_Yrs_Prior,Fracwild_Two_Yrs_Prior
1960,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,3345.0,1952.0,2010.0,21627.0,1.0,740.0,5119.0,1.0,636.0,2968.0,1.0
1961,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,3302.0,1952.0,2010.0,17777.0,1.0,3345.0,21627.0,1.0,740.0,5119.0,1.0
1962,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1643.0,1952.0,2010.0,11366.0,1.0,3302.0,17777.0,1.0,3345.0,21627.0,1.0
1963,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1249.0,1952.0,2010.0,5952.0,1.0,1643.0,11366.0,1.0,3302.0,17777.0,1.0
1964,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,681.0,1952.0,2010.0,4504.0,1.0,1249.0,5952.0,1.0,1643.0,11366.0,1.0
1965,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,2018.0,1952.0,2010.0,13108.0,1.0,681.0,4504.0,1.0,1249.0,5952.0,1.0
1966,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1366.0,1952.0,2010.0,8066.0,1.0,2018.0,13108.0,1.0,681.0,4504.0,1.0
1967,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,336.0,1952.0,2010.0,1339.0,0.96,1366.0,8066.0,1.0,2018.0,13108.0,1.0
1968,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,147.0,1952.0,2010.0,975.0,0.96,336.0,1339.0,0.96,1366.0,8066.0,1.0
1969,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,978.0,1952.0,2010.0,5753.0,0.96,147.0,975.0,0.96,336.0,1339.0,0.96
1970,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1066.0,1952.0,2010.0,6202.0,0.96,978.0,5753.0,0.96,147.0,975.0,0.96
1971,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,610.0,1952.0,2010.0,2241.0,0.96,1066.0,6202.0,0.96,978.0,5753.0,0.96
1972,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,150.0,1952.0,2010.0,1013.0,0.96,610.0,2241.0,0.96,1066.0,6202.0,0.96
1973,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1255.0,1952.0,2010.0,5614.0,0.96,150.0,1013.0,0.96,610.0,2241.0,0.96
1974,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,108.0,1952.0,2010.0,573.0,0.96,1255.0,5614.0,0.96,150.0,1013.0,0.96
1975,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,300.0,1952.0,2010.0,1466.0,0.96,108.0,573.0,0.96,1255.0,5614.0,0.96
1976,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,173.0,1952.0,2010.0,788.0,0.96,300.0,1466.0,0.96,108.0,573.0,0.96
1977,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,113.0,1952.0,2010.0,541.0,0.96,173.0,788.0,0.96,300.0,1466.0,0.96
1978,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,404.0,1952.0,2010.0,2248.0,0.96,113.0,541.0,0.96,173.0,788.0,0.96
1979,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,411.0,1952.0,2010.0,1682.0,0.96,404.0,2248.0,0.96,113.0,541.0,0.96
1980,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,590.0,1952.0,2010.0,4415.0,0.96,411.0,1682.0,0.96,404.0,2248.0,0.96
1981,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,393.0,1952.0,2010.0,1511.0,0.96,590.0,4415.0,0.96,411.0,1682.0,0.96
1982,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,277.0,1952.0,2010.0,2228.0,0.96,393.0,1511.0,0.96,590.0,4415.0,0.96
1983,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,202.0,1952.0,2010.0,951.0,0.96,277.0,2228.0,0.96,393.0,1511.0,0.96
1984,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,238.0,1952.0,2010.0,996.0,0.96,202.0,951.0,0.96,277.0,2228.0,0.96
1985,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1819.0,1952.0,2010.0,5710.0,0.96,238.0,996.0,0.96,202.0,951.0,0.96
1986,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,736.0,1952.0,2010.0,2152.0,0.96,1819.0,5710.0,0.96,238.0,996.0,0.96
1987,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,815.0,1952.0,2010.0,7328.0,0.96,736.0,2152.0,0.96,1819.0,5710.0,0.96
1988,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,870.0,1952.0,2010.0,4307.0,0.96,815.0,7328.0,0.96,736.0,2152.0,0.96
1989,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,668.0,1952.0,2010.0,2161.0,0.96,870.0,4307.0,0.96,815.0,7328.0,0.96
1990,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,557.0,1952.0,2010.0,1448.0,0.96,668.0,2161.0,0.96,870.0,4307.0,0.96
1991,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,747.0,1952.0,2010.0,1492.0,0.96,557.0,1448.0,0.96,668.0,2161.0,0.96
1992,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,580.0,1952.0,2010.0,1247.0,0.96,747.0,1492.0,0.96,557.0,1448.0,0.96
1993,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,323.0,1952.0,2010.0,583.0,0.96,580.0,1247.0,0.96,747.0,1492.0,0.96
1994,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,130.0,1952.0,2010.0,136.0,0.96,323.0,583.0,0.96,580.0,1247.0,0.96
1995,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,190.0,1952.0,2010.0,113.0,0.96,130.0,136.0,0.96,323.0,583.0,0.96
1996,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,408.0,1952.0,2010.0,215.0,0.96,190.0,113.0,0.96,130.0,136.0,0.96
1997,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,305.0,1952.0,2010.0,283.0,0.96,408.0,215.0,0.96,190.0,113.0,0.96
1998,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,290.0,1952.0,2010.0,299.0,0.96,305.0,283.0,0.96,408.0,215.0,0.96
1999,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,180.0,1952.0,2010.0,145.0,0.96,290.0,299.0,0.96,305.0,283.0,0.96
2000,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,388.0,1952.0,2010.0,284.0,0.96,180.0,145.0,0.96,290.0,299.0,0.96
2001,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,543.0,1952.0,2010.0,428.0,0.96,388.0,284.0,0.96,180.0,145.0,0.96
2002,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,460.0,1952.0,2010.0,431.0,0.96,543.0,428.0,0.96,388.0,284.0,0.96
2003,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,193.0,1952.0,2010.0,63.0,0.96,460.0,431.0,0.96,543.0,428.0,0.96
2004,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,700.0,1952.0,2010.0,347.0,0.96,193.0,63.0,0.96,460.0,431.0,0.96
2005,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,308.0,1952.0,2010.0,78.0,0.95,700.0,347.0,0.96,193.0,63.0,0.96
2006,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,1043.0,1952.0,2010.0,340.0,0.96,308.0,78.0,0.95,700.0,347.0,0.96
2007,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,282.0,1952.0,2010.0,50.0,0.96,1043.0,340.0,0.96,308.0,78.0,0.95
2008,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,983.0,1952.0,2010.0,421.0,0.96,282.0,50.0,0.96,1043.0,340.0,0.96
2009,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,367.0,1952.0,2010.0,271.0,0.98,983.0,421.0,0.96,282.0,50.0,0.96
2010,Chinook Salmon (Puget Sound ESU) - Upper Sauk River early run,768.0,1952.0,2010.0,218.0,0.96,367.0,271.0,0.98,983.0,421.0,0.96
1954,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5847.0,1952.0,2010.0,37256.0,1.0,768.0,218.0,0.96,367.0,271.0,0.98
1955,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5661.0,1952.0,2010.0,35456.0,1.0,5847.0,37256.0,1.0,768.0,218.0,0.96
1956,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5527.0,1952.0,2010.0,35092.0,1.0,5661.0,35456.0,1.0,5847.0,37256.0,1.0
1957,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5468.0,1952.0,2010.0,32552.0,0.96,5527.0,35092.0,1.0,5661.0,35456.0,1.0
1958,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,8662.0,1952.0,2010.0,52106.0,0.96,5468.0,32552.0,0.96,5527.0,35092.0,1.0
1959,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,9334.0,1952.0,2010.0,57571.0,1.0,8662.0,52106.0,0.96,5468.0,32552.0,0.96
1960,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,14563.0,1952.0,2010.0,93196.0,1.0,9334.0,57571.0,1.0,8662.0,52106.0,0.96
1961,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5485.0,1952.0,2010.0,35384.0,1.0,14563.0,93196.0,1.0,9334.0,57571.0,1.0
1962,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,6548.0,1952.0,2010.0,40839.0,1.0,5485.0,35384.0,1.0,14563.0,93196.0,1.0
1963,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5366.0,1952.0,2010.0,33236.0,0.96,6548.0,40839.0,1.0,5485.0,35384.0,1.0
1964,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5325.0,1952.0,2010.0,31500.0,0.96,5366.0,33236.0,0.96,6548.0,40839.0,1.0
1965,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7779.0,1952.0,2010.0,46801.0,0.96,5325.0,31500.0,0.96,5366.0,33236.0,0.96
1966,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7509.0,1952.0,2010.0,47630.0,0.96,7779.0,46801.0,0.96,5325.0,31500.0,0.96
1967,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,3742.0,1952.0,2010.0,22463.0,0.96,7509.0,47630.0,0.96,7779.0,46801.0,0.96
1968,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7245.0,1952.0,2010.0,43578.0,0.96,3742.0,22463.0,0.96,7509.0,47630.0,0.96
1969,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5649.0,1952.0,2010.0,33808.0,0.96,7245.0,43578.0,0.96,3742.0,22463.0,0.96
1970,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,11090.0,1952.0,2010.0,62647.0,0.96,5649.0,33808.0,0.96,7245.0,43578.0,0.96
1971,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,11024.0,1952.0,2010.0,62365.0,0.96,11090.0,62647.0,0.96,5649.0,33808.0,0.96
1972,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,13653.0,1952.0,2010.0,72982.0,0.96,11024.0,62365.0,0.96,11090.0,62647.0,0.96
1973,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,9836.0,1952.0,2010.0,56174.0,0.96,13653.0,72982.0,0.96,11024.0,62365.0,0.96
1974,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,8389.0,1952.0,2010.0,44349.0,0.96,9836.0,56174.0,0.96,13653.0,72982.0,0.96
1975,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7171.0,1952.0,2010.0,43668.0,0.96,8389.0,44349.0,0.96,9836.0,56174.0,0.96
1976,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,6760.0,1952.0,2010.0,63867.0,0.96,7171.0,43668.0,0.96,8389.0,44349.0,0.96
1977,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5807.0,1952.0,2010.0,44396.0,0.96,6760.0,63867.0,0.96,7171.0,43668.0,0.96
1978,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,8448.0,1952.0,2010.0,64280.0,0.96,5807.0,44396.0,0.96,6760.0,63867.0,0.96
1979,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7841.0,1952.0,2010.0,53555.0,0.96,8448.0,64280.0,0.96,5807.0,44396.0,0.96
1980,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,12399.0,1952.0,2010.0,80251.0,0.96,7841.0,53555.0,0.96,8448.0,64280.0,0.96
1981,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,4233.0,1952.0,2010.0,29455.0,0.96,12399.0,80251.0,0.96,7841.0,53555.0,0.96
1982,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,6845.0,1952.0,2010.0,55295.0,0.96,4233.0,29455.0,0.96,12399.0,80251.0,0.96
1983,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5197.0,1952.0,2010.0,40650.0,0.96,6845.0,55295.0,0.96,4233.0,29455.0,0.96
1984,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,9642.0,1952.0,2010.0,36421.0,0.96,5197.0,40650.0,0.96,6845.0,55295.0,0.96
1985,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,13801.0,1952.0,2010.0,92185.0,0.96,9642.0,36421.0,0.96,5197.0,40650.0,0.96
1986,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,12181.0,1952.0,2010.0,40904.0,0.96,13801.0,92185.0,0.96,9642.0,36421.0,0.96
1987,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5982.0,1952.0,2010.0,29108.0,0.96,12181.0,40904.0,0.96,13801.0,92185.0,0.96
1988,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,8077.0,1952.0,2010.0,21408.0,0.96,5982.0,29108.0,0.96,12181.0,40904.0,0.96
1989,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,4781.0,1952.0,2010.0,40149.0,0.96,8077.0,21408.0,0.96,5982.0,29108.0,0.96
1990,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,11793.0,1952.0,2010.0,29091.0,0.96,4781.0,40149.0,0.96,8077.0,21408.0,0.96
1991,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,3656.0,1952.0,2010.0,14418.0,0.96,11793.0,29091.0,0.96,4781.0,40149.0,0.96
1992,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5548.0,1952.0,2010.0,19025.0,0.96,3656.0,14418.0,0.96,11793.0,29091.0,0.96
1993,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,4654.0,1952.0,2010.0,17087.0,0.96,5548.0,19025.0,0.96,3656.0,14418.0,0.96
1994,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,4565.0,1952.0,2010.0,7828.0,0.96,4654.0,17087.0,0.96,5548.0,19025.0,0.96
1995,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5948.0,1952.0,2010.0,11484.0,0.98,4565.0,7828.0,0.96,4654.0,17087.0,0.96
1996,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7989.0,1952.0,2010.0,8527.0,1.0,5948.0,11484.0,0.98,4565.0,7828.0,0.96
1997,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,4168.0,1952.0,2010.0,8235.0,0.98,7989.0,8527.0,1.0,5948.0,11484.0,0.98
1998,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,11761.0,1952.0,2010.0,10065.0,0.98,4168.0,8235.0,0.98,7989.0,8527.0,1.0
1999,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,3586.0,1952.0,2010.0,3526.0,0.97,11761.0,10065.0,0.98,4168.0,8235.0,0.98
2000,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,13092.0,1952.0,2010.0,6792.0,0.98,3586.0,3526.0,0.97,11761.0,10065.0,0.98
2001,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,10084.0,1952.0,2010.0,43586.0,0.96,13092.0,6792.0,0.98,3586.0,3526.0,0.97
2002,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,13815.0,1952.0,2010.0,7982.0,0.96,10084.0,43586.0,0.96,13092.0,6792.0,0.98
2003,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,7123.0,1952.0,2010.0,4216.0,0.96,13815.0,7982.0,0.96,10084.0,43586.0,0.96
2004,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,20040.0,1952.0,2010.0,12981.0,0.96,7123.0,4216.0,0.96,13815.0,7982.0,0.96
2005,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,16608.0,1952.0,2010.0,6135.0,0.95,20040.0,12981.0,0.96,7123.0,4216.0,0.96
2006,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,16215.0,1952.0,2010.0,5221.0,0.93,16608.0,6135.0,0.95,20040.0,12981.0,0.96
2007,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,9855.0,1952.0,2010.0,5321.0,0.96,16215.0,5221.0,0.93,16608.0,6135.0,0.95
2008,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,8441.0,1952.0,2010.0,6253.0,0.93,9855.0,5321.0,0.96,16215.0,5221.0,0.93
2009,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,5290.0,1952.0,2010.0,10582.0,0.93,8441.0,6253.0,0.93,9855.0,5321.0,0.96
2010,Chinook Salmon (Puget Sound ESU) - Upper Skagit River late run,6664.0,1952.0,2010.0,5705.0,0.96,5290.0,10582.0,0.93,8441.0,6253.0,0.93
1970,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,1157.0,1968.0,2010.0,7187.0,0.79,6664.0,5705.0,0.96,5290.0,10582.0,0.93
1971,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,1340.0,1968.0,2010.0,8467.0,0.73,1157.0,7187.0,0.79,6664.0,5705.0,0.96
1972,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,551.0,1968.0,2010.0,2779.0,0.77,1340.0,8467.0,0.73,1157.0,7187.0,0.79
1973,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,913.0,1968.0,2010.0,6988.0,0.77,551.0,2779.0,0.77,1340.0,8467.0,0.73
1974,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,347.0,1968.0,2010.0,1278.0,0.77,913.0,6988.0,0.77,551.0,2779.0,0.77
1975,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,954.0,1968.0,2010.0,4596.0,0.78,347.0,1278.0,0.77,913.0,6988.0,0.77
1976,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,347.0,1968.0,2010.0,1144.0,0.49,954.0,4596.0,0.78,347.0,1278.0,0.77
1977,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,735.0,1968.0,2010.0,5176.0,0.67,347.0,1144.0,0.49,954.0,4596.0,0.78
1978,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,56.0,1968.0,2010.0,519.0,0.53,735.0,5176.0,0.67,347.0,1144.0,0.49
1979,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,676.0,1968.0,2010.0,11906.0,0.71,56.0,519.0,0.53,735.0,5176.0,0.67
1980,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,245.0,1968.0,2010.0,3627.0,0.72,676.0,11906.0,0.71,56.0,519.0,0.53
1981,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,175.0,1968.0,2010.0,2524.0,0.89,245.0,3627.0,0.72,676.0,11906.0,0.71
1982,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,135.0,1968.0,2010.0,691.0,0.73,175.0,2524.0,0.89,245.0,3627.0,0.72
1983,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,602.0,1968.0,2010.0,12235.0,0.73,135.0,691.0,0.73,175.0,2524.0,0.89
1984,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,712.0,1968.0,2010.0,7644.0,0.74,602.0,12235.0,0.73,135.0,691.0,0.73
1985,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,1553.0,1968.0,2010.0,9839.0,0.75,712.0,7644.0,0.74,602.0,12235.0,0.73
1986,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,45.0,1968.0,2010.0,477.0,0.7,1553.0,9839.0,0.75,712.0,7644.0,0.74
1987,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,111.0,1968.0,2010.0,413.0,0.88,45.0,477.0,0.7,1553.0,9839.0,0.75
1988,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,128.0,1968.0,2010.0,492.0,0.72,111.0,413.0,0.88,45.0,477.0,0.7
1989,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,118.0,1968.0,2010.0,1750.0,0.88,128.0,492.0,0.72,111.0,413.0,0.88
1990,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,57.0,1968.0,2010.0,567.0,0.6,118.0,1750.0,0.88,128.0,492.0,0.72
1991,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,87.0,1968.0,2010.0,604.0,0.82,57.0,567.0,0.6,118.0,1750.0,0.88
1992,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,123.0,1968.0,2010.0,1391.0,0.73,87.0,604.0,0.82,57.0,567.0,0.6
1993,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,122.0,1968.0,2010.0,1050.0,0.88,123.0,1391.0,0.73,87.0,604.0,0.82
1994,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,385.0,1968.0,2010.0,1061.0,0.9,122.0,1050.0,0.88,123.0,1391.0,0.73
1995,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,119.0,1968.0,2010.0,122.0,0.89,385.0,1061.0,0.9,122.0,1050.0,0.88
1996,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,40.0,1968.0,2010.0,14.0,0.87,119.0,122.0,0.89,385.0,1061.0,0.9
1997,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,211.0,1968.0,2010.0,155.0,0.91,40.0,14.0,0.87,119.0,122.0,0.89
1998,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,306.0,1968.0,2010.0,73.0,0.75,211.0,155.0,0.91,40.0,14.0,0.87
1999,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,936.0,1968.0,2010.0,378.0,0.79,306.0,73.0,0.75,211.0,155.0,0.91
2000,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,445.0,1968.0,2010.0,602.0,0.66,936.0,378.0,0.79,306.0,73.0,0.75
2001,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,343.0,1968.0,2010.0,443.0,0.7,445.0,602.0,0.66,936.0,378.0,0.79
2002,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,107.0,1968.0,2010.0,425.0,0.88,343.0,443.0,0.7,445.0,602.0,0.66
2003,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,199.0,1968.0,2010.0,186.0,0.82,107.0,425.0,0.88,343.0,443.0,0.7
2004,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,133.0,1968.0,2010.0,88.0,0.87,199.0,186.0,0.82,107.0,425.0,0.88
2005,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,46.0,1968.0,2010.0,30.0,0.98,133.0,88.0,0.87,199.0,186.0,0.82
2006,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,41.0,1968.0,2010.0,24.0,0.85,46.0,30.0,0.98,133.0,88.0,0.87
2007,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,76.0,1968.0,2010.0,52.0,0.59,41.0,24.0,0.85,46.0,30.0,0.98
2008,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,278.0,1968.0,2010.0,102.0,0.4,76.0,52.0,0.59,41.0,24.0,0.85
2009,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,157.0,1968.0,2010.0,21.0,0.23,278.0,102.0,0.4,76.0,52.0,0.59
2010,Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal late run,83.0,1968.0,2010.0,10.0,0.37,157.0,21.0,0.23,278.0,102.0,0.4
1970,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2102.0,1968.0,2010.0,5863.0,0.44,83.0,10.0,0.37,157.0,21.0,0.23
1971,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,3082.0,1968.0,2010.0,13530.0,0.44,2102.0,5863.0,0.44,83.0,10.0,0.37
1972,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1070.0,1968.0,2010.0,2874.0,0.44,3082.0,13530.0,0.44,2102.0,5863.0,0.44
1973,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1858.0,1968.0,2010.0,8334.0,0.44,1070.0,2874.0,0.44,3082.0,13530.0,0.44
1974,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,695.0,1968.0,2010.0,1410.0,0.44,1858.0,8334.0,0.44,1070.0,2874.0,0.44
1975,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1948.0,1968.0,2010.0,6744.0,0.44,695.0,1410.0,0.44,1858.0,8334.0,0.44
1976,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1162.0,1968.0,2010.0,4402.0,0.44,1948.0,6744.0,0.44,695.0,1410.0,0.44
1977,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1583.0,1968.0,2010.0,7568.0,0.44,1162.0,4402.0,0.44,1948.0,6744.0,0.44
1978,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,189.0,1968.0,2010.0,1199.0,0.44,1583.0,7568.0,0.44,1162.0,4402.0,0.44
1979,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1254.0,1968.0,2010.0,11789.0,0.44,189.0,1199.0,0.44,1583.0,7568.0,0.44
1980,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,482.0,1968.0,2010.0,3829.0,0.44,1254.0,11789.0,0.44,189.0,1199.0,0.44
1981,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,338.0,1968.0,2010.0,1240.0,0.44,482.0,3829.0,0.44,1254.0,11789.0,0.44
1982,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,309.0,1968.0,2010.0,799.0,0.44,338.0,1240.0,0.44,482.0,3829.0,0.44
1983,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1155.0,1968.0,2010.0,8056.0,0.44,309.0,799.0,0.44,338.0,1240.0,0.44
1984,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1636.0,1968.0,2010.0,6007.0,0.44,1155.0,8056.0,0.44,309.0,799.0,0.44
1985,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,3184.0,1968.0,2010.0,8261.0,0.44,1636.0,6007.0,0.44,1155.0,8056.0,0.44
